# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay_geq_6,1_sd_,1_sd__1
2.81896e-16,8.00000e+02,1.19810e-02,4.88110e-04,-4.88110e-04
2.46655e-16,8.00000e+02,1.23614e-02,4.80790e-04,-4.80790e-04
2.19247e-16,8.00000e+02,1.26006e-02,4.76630e-04,-4.76630e-04
1.97326e-16,8.00000e+02,1.27398e-02,4.76680e-04,-4.76680e-04
9.86614e-17,8.00000e+02,7.83780e-03,9.42180e-04,-9.42180e-04
6.57740e-17,8.00000e+02,7.16840e-03,6.98090e-04,-6.98090e-04
4.93292e-17,8.00000e+02,6.42340e-03,5.48430e-04,-5.48430e-04
3.94652e-17,8.00000e+02,5.79920e-03,4.53050e-04,-4.53050e-04
3.28870e-17,8.00000e+02,5.28900e-03,3.90230e-04,-3.90230e-04
2.81896e-17,8.00000e+02,4.86640e-03,3.47060e-04,-3.47060e-04
2.46655e-17,8.00000e+02,4.50920e-03,3.16110e-04,-3.16110e-04
2.19247e-17,8.00000e+02,4.20160e-03,2.93130e-04,-2.93130e-04
1.97326e-17,8.00000e+02,3.93180e-03,2.75650e-04,-2.75650e-04
9.86614e-18,8.00000e+02,2.00940e-03,3.10910e-04,-3.10910e-04
6.57740e-18,8.00000e+02,1.33894e-03,1.78820e-04,-1.78820e-04
4.93292e-18,8.00000e+02,9.96180e-04,1.19310e-04,-1.19310e-04
3.94652e-18,8.00000e+02,7.90460e-04,8.72790e-05,-8.72790e-05
3.28870e-18,8.00000e+02,6.53960e-04,6.79290e-05,-6.79290e-05
2.81896e-18,8.00000e+02,5.57140e-04,5.52680e-05,-5.52680e-05
2.46655e-18,8.00000e+02,4.85020e-04,4.65070e-05,-4.65070e-05
2.19247e-18,8.00000e+02,4.29180e-04,4.01990e-05,-4.01990e-05
1.97326e-18,8.00000e+02,3.84560e-04,3.55230e-05,-3.55230e-05
9.86614e-14,9.00000e+02,1.04482e-51,5.22410e-52,-5.22410e-52
6.57740e-14,9.00000e+02,4.46740e-35,2.23370e-35,-2.23370e-35
4.93292e-14,9.00000e+02,7.79460e-27,3.89730e-27,-3.89730e-27
3.94652e-14,9.00000e+02,6.20780e-22,3.10390e-22,-3.10390e-22
3.28870e-14,9.00000e+02,1.07456e-18,5.37250e-19,-5.37250e-19
2.81896e-14,9.00000e+02,2.10660e-16,1.05310e-16,-1.05310e-16
2.46655e-14,9.00000e+02,1.06528e-14,5.32230e-15,-5.32230e-15
2.19247e-14,9.00000e+02,2.19260e-13,1.09410e-13,-1.09410e-13
1.97326e-14,9.00000e+02,2.41380e-12,1.20160e-12,-1.20160e-12
9.86614e-15,9.00000e+02,8.78980e-08,3.77380e-08,-3.77380e-08
6.57740e-15,9.00000e+02,2.84760e-06,9.13950e-07,-9.13950e-07
4.93292e-15,9.00000e+02,1.75006e-05,4.41070e-06,-4.41070e-06
3.94652e-15,9.00000e+02,5.46980e-05,1.17030e-05,-1.17030e-05
3.28870e-15,9.00000e+02,1.20872e-04,2.31880e-05,-2.31880e-05
2.81896e-15,9.00000e+02,2.19240e-04,3.89590e-05,-3.89590e-05
2.46655e-15,9.00000e+02,3.52760e-04,5.92430e-05,-5.92430e-05
2.19247e-15,9.00000e+02,5.25460e-04,8.49160e-05,-8.49160e-05
1.97326e-15,9.00000e+02,7.41780e-04,1.17880e-04,-1.17880e-04
9.86614e-16,9.00000e+02,4.63100e-03,4.17110e-04,-4.17110e-04
6.57740e-16,9.00000e+02,8.38220e-03,5.15270e-04,-5.15270e-04
4.93292e-16,9.00000e+02,1.12372e-02,5.46030e-04,-5.46030e-04
3.94652e-16,9.00000e+02,1.32106e-02,5.54430e-04,-5.54430e-04
3.28870e-16,9.00000e+02,1.44876e-02,5.54160e-04,-5.54160e-04
2.81896e-16,9.00000e+02,1.52538e-02,5.50320e-04,-5.50320e-04
2.46655e-16,9.00000e+02,1.56548e-02,5.45340e-04,-5.45340e-04
2.19247e-16,9.00000e+02,1.57978e-02,5.40550e-04,-5.40550e-04
1.97326e-16,9.00000e+02,1.57586e-02,5.36630e-04,-5.36630e-04
9.86614e-17,9.00000e+02,2.02260e-02,1.92800e-03,-1.92800e-03
6.57740e-17,9.00000e+02,1.47838e-02,1.21000e-03,-1.21000e-03
4.93292e-17,9.00000e+02,1.15200e-02,8.49720e-04,-8.49720e-04
3.94652e-17,9.00000e+02,9.38580e-03,6.43680e-04,-6.43680e-04
3.28870e-17,9.00000e+02,7.89000e-03,5.13770e-04,-5.13770e-04
2.81896e-17,9.00000e+02,6.78740e-03,4.25920e-04,-4.25920e-04
2.46655e-17,9.00000e+02,5.94280e-03,3.63520e-04,-3.63520e-04
2.19247e-17,9.00000e+02,5.27540e-03,3.17600e-04,-3.17600e-04
1.97326e-17,9.00000e+02,4.73460e-03,2.82910e-04,-2.82910e-04
9.86614e-18,9.00000e+02,3.07640e-03,4.24870e-04,-4.24870e-04
6.57740e-18,9.00000e+02,1.92850e-03,2.25440e-04,-2.25440e-04
4.93292e-18,9.00000e+02,1.40840e-03,1.44960e-04,-1.44960e-04
3.94652e-18,9.00000e+02,1.12388e-03,1.04300e-04,-1.04300e-04
3.28870e-18,9.00000e+02,9.48660e-04,8.11270e-05,-8.11270e-05
2.81896e-18,9.00000e+02,8.31400e-04,6.69390e-05,-6.69390e-05
2.46655e-18,9.00000e+02,7.47800e-04,5.78700e-05,-5.78700e-05
2.19247e-18,9.00000e+02,6.84940e-04,5.19470e-05,-5.19470e-05
1.97326e-18,9.00000e+02,6.35480e-04,4.80520e-05,-4.80520e-05
9.86614e-14,1.00000e+03,1.66852e-77,8.34140e-78,-8.34140e-78
6.57740e-14,1.00000e+03,4.10680e-52,2.04510e-52,-2.04510e-52
4.93292e-14,1.00000e+03,1.74578e-39,8.54590e-40,-8.54590e-40
3.94652e-14,1.00000e+03,6.11520e-32,2.89120e-32,-2.89120e-32
3.28870e-14,1.00000e+03,6.30100e-27,2.83880e-27,-2.83880e-27
2.81896e-14,1.00000e+03,2.34880e-23,1.00240e-23,-1.00240e-23
2.46655e-14,1.00000e+03,1.10530e-20,4.47170e-21,-4.47170e-21
2.19247e-14,1.00000e+03,1.31138e-18,5.05420e-19,-5.05420e-19
1.97326e-14,1.00000e+03,5.93480e-17,2.19390e-17,-2.19390e-17
9.86614e-15,1.00000e+03,1.34898e-09,4.20020e-10,-4.20020e-10
6.57740e-15,1.00000e+03,3.20560e-07,9.03110e-08,-9.03110e-08
4.93292e-15,1.00000e+03,4.79380e-06,1.16850e-06,-1.16850e-06
3.94652e-15,1.00000e+03,2.44840e-05,5.16120e-06,-5.16120e-06
3.28870e-15,1.00000e+03,7.30840e-05,1.37950e-05,-1.37950e-05
2.81896e-15,1.00000e+03,1.59754e-04,2.80650e-05,-2.80650e-05
2.46655e-15,1.00000e+03,2.86480e-04,4.82910e-05,-4.82910e-05
2.19247e-15,1.00000e+03,4.49220e-04,7.43380e-05,-7.43380e-05
1.97326e-15,1.00000e+03,6.40400e-04,1.05860e-04,-1.05860e-04
9.86614e-16,1.00000e+03,3.26320e-03,2.94430e-04,-2.94430e-04
6.57740e-16,1.00000e+03,6.48860e-03,4.08230e-04,-4.08230e-04
4.93292e-16,1.00000e+03,9.08520e-03,4.66630e-04,-4.66630e-04
3.94652e-16,1.00000e+03,1.09712e-02,4.92780e-04,-4.92780e-04
3.28870e-16,1.00000e+03,1.22840e-02,5.03060e-04,-5.03060e-04
2.81896e-16,1.00000e+03,1.31744e-02,5.06150e-04,-5.06150e-04
2.46655e-16,1.00000e+03,1.37612e-02,5.06740e-04,-5.06740e-04
2.19247e-16,1.00000e+03,1.41300e-02,5.07580e-04,-5.07580e-04
1.97326e-16,1.00000e+03,1.43422e-02,5.10260e-04,-5.10260e-04
9.86614e-17,1.00000e+03,1.63378e-02,1.60770e-03,-1.60770e-03
6.57740e-17,1.00000e+03,1.33418e-02,1.10030e-03,-1.10030e-03
4.93292e-17,1.00000e+03,1.10442e-02,8.15540e-04,-8.15540e-04
3.94652e-17,1.00000e+03,9.37100e-03,6.38970e-04,-6.38970e-04
3.28870e-17,1.00000e+03,8.12440e-03,5.22070e-04,-5.22070e-04
2.81896e-17,1.00000e+03,7.16340e-03,4.40940e-04,-4.40940e-04
2.46655e-17,1.00000e+03,6.39920e-03,3.82450e-04,-3.82450e-04
2.19247e-17,1.00000e+03,5.77500e-03,3.38890e-04,-3.38890e-04
1.97326e-17,1.00000e+03,5.25380e-03,3.05490e-04,-3.05490e-04
9.86614e-18,1.00000e+03,1.81136e-03,2.32770e-04,-2.32770e-04
6.57740e-18,1.00000e+03,1.45616e-03,1.63570e-04,-1.63570e-04
4.93292e-18,1.00000e+03,1.18138e-03,1.21440e-04,-1.21440e-04
3.94652e-18,1.00000e+03,9.87460e-04,9.47200e-05,-9.47200e-05
3.28870e-18,1.00000e+03,8.47720e-04,7.70080e-05,-7.70080e-05
2.81896e-18,1.00000e+03,7.43120e-04,6.47710e-05,-6.47710e-05
2.46655e-18,1.00000e+03,6.61760e-04,5.60010e-05,-5.60010e-05
2.19247e-18,1.00000e+03,5.96320e-04,4.95090e-05,-4.95090e-05
1.97326e-18,1.00000e+03,5.42220e-04,4.45620e-05,-4.45620e-05
9.86614e-14,1.10000e+03,3.55900e-65,1.77950e-65,-1.77950e-65
6.57740e-14,1.10000e+03,6.18280e-44,3.09140e-44,-3.09140e-44
4.93292e-14,1.10000e+03,2.17440e-33,1.08720e-33,-1.08720e-33
3.94652e-14,1.10000e+03,4.17980e-27,2.08970e-27,-2.08970e-27
3.28870e-14,1.10000e+03,6.04580e-23,3.02080e-23,-3.02080e-23
2.81896e-14,1.10000e+03,5.40620e-20,2.69660e-20,-2.69660e-20
2.46655e-14,1.10000e+03,8.55100e-18,4.24870e-18,-4.24870e-18
2.19247e-14,1.10000e+03,4.28580e-16,2.11500e-16,-2.11500e-16
1.97326e-14,1.10000e+03,9.65120e-15,4.71310e-15,-4.71310e-15
9.86614e-15,1.10000e+03,9.55940e-09,3.66050e-09,-3.66050e-09
6.57740e-15,1.10000e+03,8.66360e-07,2.70720e-07,-2.70720e-07
4.93292e-15,1.10000e+03,8.20760e-06,2.20170e-06,-2.20170e-06
3.94652e-15,1.10000e+03,3.33800e-05,7.55060e-06,-7.55060e-06
3.28870e-15,1.10000e+03,9.05220e-05,1.74390e-05,-1.74390e-05
2.81896e-15,1.10000e+03,1.93402e-04,3.31640e-05,-3.31640e-05
2.46655e-15,1.10000e+03,3.53140e-04,5.63640e-05,-5.63640e-05
2.19247e-15,1.10000e+03,5.80240e-04,8.87810e-05,-8.87810e-05
1.97326e-15,1.10000e+03,8.90260e-04,1.34000e-04,-1.34000e-04
9.86614e-16,1.10000e+03,3.72840e-03,3.37160e-04,-3.37160e-04
6.57740e-16,1.10000e+03,7.23620e-03,4.46380e-04,-4.46380e-04
4.93292e-16,1.10000e+03,1.00174e-02,4.95230e-04,-4.95230e-04
3.94652e-16,1.10000e+03,1.20314e-02,5.15900e-04,-5.15900e-04
3.28870e-16,1.10000e+03,1.34542e-02,5.23270e-04,-5.23270e-04
2.81896e-16,1.10000e+03,1.44470e-02,5.25490e-04,-5.25490e-04
2.46655e-16,1.10000e+03,1.51286e-02,5.26830e-04,-5.26830e-04
2.19247e-16,1.10000e+03,1.55820e-02,5.29620e-04,-5.29620e-04
1.97326e-16,1.10000e+03,1.58656e-02,5.35190e-04,-5.35190e-04
9.86614e-17,1.10000e+03,2.03240e-02,1.74150e-03,-1.74150e-03
6.57740e-17,1.10000e+03,1.69880e-02,1.19960e-03,-1.19960e-03
4.93292e-17,1.10000e+03,1.42702e-02,8.99670e-04,-8.99670e-04
3.94652e-17,1.10000e+03,1.22164e-02,7.14400e-04,-7.14400e-04
3.28870e-17,1.10000e+03,1.06618e-02,5.90970e-04,-5.90970e-04
2.81896e-17,1.10000e+03,9.46220e-03,5.04790e-04,-5.04790e-04
2.46655e-17,1.10000e+03,8.51380e-03,4.42990e-04,-4.42990e-04
2.19247e-17,1.10000e+03,7.74500e-03,3.98060e-04,-3.98060e-04
1.97326e-17,1.10000e+03,7.10700e-03,3.65170e-04,-3.65170e-04
9.86614e-18,1.10000e+03,3.19780e-03,3.79040e-04,-3.79040e-04
6.57740e-18,1.10000e+03,2.21200e-03,2.19570e-04,-2.19570e-04
4.93292e-18,1.10000e+03,1.69956e-03,1.50800e-04,-1.50800e-04
3.94652e-18,1.10000e+03,1.38384e-03,1.13480e-04,-1.13480e-04
3.28870e-18,1.10000e+03,1.16764e-03,9.05890e-05,-9.05890e-05
2.81896e-18,1.10000e+03,1.00940e-03,7.53690e-05,-7.53690e-05
2.46655e-18,1.10000e+03,8.88500e-04,6.46670e-05,-6.46670e-05
2.19247e-18,1.10000e+03,7.93420e-04,5.69080e-05,-5.69080e-05
1.97326e-18,1.10000e+03,7.16980e-04,5.12720e-05,-5.12720e-05
