# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay_geq_6,1_sd_,1_sd__1
2.81896e-16,8.00000e+02,2.19260e-02,6.90520e-04,-6.90520e-04
2.46655e-16,8.00000e+02,2.23400e-02,6.80060e-04,-6.80060e-04
2.19247e-16,8.00000e+02,2.24260e-02,6.70060e-04,-6.70060e-04
1.97326e-16,8.00000e+02,2.22940e-02,6.62260e-04,-6.62260e-04
9.86614e-17,8.00000e+02,1.40720e-02,1.61700e-03,-1.61700e-03
6.57740e-17,8.00000e+02,1.16442e-02,1.06790e-03,-1.06790e-03
4.93292e-17,8.00000e+02,1.00362e-02,7.81850e-04,-7.81850e-04
3.94652e-17,8.00000e+02,8.92140e-03,6.16590e-04,-6.16590e-04
3.28870e-17,8.00000e+02,8.10560e-03,5.13540e-04,-5.13540e-04
2.81896e-17,8.00000e+02,7.48620e-03,4.45830e-04,-4.45830e-04
2.46655e-17,8.00000e+02,7.00320e-03,4.00260e-04,-4.00260e-04
2.19247e-17,8.00000e+02,6.61660e-03,3.70010e-04,-3.70010e-04
1.97326e-17,8.00000e+02,6.29800e-03,3.51130e-04,-3.51130e-04
9.86614e-18,8.00000e+02,3.97220e-03,4.27960e-04,-4.27960e-04
6.57740e-18,8.00000e+02,2.83440e-03,2.56550e-04,-2.56550e-04
4.93292e-18,8.00000e+02,2.17120e-03,1.78020e-04,-1.78020e-04
3.94652e-18,8.00000e+02,1.74468e-03,1.33860e-04,-1.33860e-04
3.28870e-18,8.00000e+02,1.45406e-03,1.06120e-04,-1.06120e-04
2.81896e-18,8.00000e+02,1.24802e-03,8.75860e-05,-8.75860e-05
2.46655e-18,8.00000e+02,1.09726e-03,7.48320e-05,-7.48320e-05
2.19247e-18,8.00000e+02,9.83720e-04,6.60420e-05,-6.60420e-05
1.97326e-18,8.00000e+02,8.95780e-04,6.01350e-05,-6.01350e-05
9.86614e-14,9.00000e+02,1.94172e-48,9.70860e-49,-9.70860e-49
6.57740e-14,9.00000e+02,9.17160e-33,4.58450e-33,-4.58450e-33
4.93292e-14,9.00000e+02,5.32760e-25,2.65810e-25,-2.65810e-25
3.94652e-14,9.00000e+02,2.20160e-20,1.09310e-20,-1.09310e-20
3.28870e-14,9.00000e+02,2.47340e-17,1.21790e-17,-1.21790e-17
2.81896e-14,9.00000e+02,3.58060e-15,1.74300e-15,-1.74300e-15
2.46655e-14,9.00000e+02,1.44952e-13,6.96040e-14,-6.96040e-14
2.19247e-14,9.00000e+02,2.51960e-12,1.19180e-12,-1.19180e-12
1.97326e-14,9.00000e+02,2.42980e-11,1.13150e-11,-1.13150e-11
9.86614e-15,9.00000e+02,4.68820e-07,1.86970e-07,-1.86970e-07
6.57740e-15,9.00000e+02,1.04206e-05,3.47090e-06,-3.47090e-06
4.93292e-15,9.00000e+02,4.81420e-05,1.31070e-05,-1.31070e-05
3.94652e-15,9.00000e+02,1.24480e-04,2.76280e-05,-2.76280e-05
3.28870e-15,9.00000e+02,2.47780e-04,4.49770e-05,-4.49770e-05
2.81896e-15,9.00000e+02,4.30340e-04,6.49930e-05,-6.49930e-05
2.46655e-15,9.00000e+02,6.86640e-04,8.97160e-05,-8.97160e-05
2.19247e-15,9.00000e+02,1.02946e-03,1.22860e-04,-1.22860e-04
1.97326e-15,9.00000e+02,1.46670e-03,1.69060e-04,-1.69060e-04
9.86614e-16,9.00000e+02,8.16280e-03,6.42110e-04,-6.42110e-04
6.57740e-16,9.00000e+02,1.37310e-02,7.21740e-04,-7.21740e-04
4.93292e-16,9.00000e+02,1.76838e-02,7.38000e-04,-7.38000e-04
3.94652e-16,9.00000e+02,2.03540e-02,7.33560e-04,-7.33560e-04
3.28870e-16,9.00000e+02,2.21220e-02,7.22810e-04,-7.22810e-04
2.81896e-16,9.00000e+02,2.32580e-02,7.12060e-04,-7.12060e-04
2.46655e-16,9.00000e+02,2.39460e-02,7.03860e-04,-7.03860e-04
2.19247e-16,9.00000e+02,2.43160e-02,6.99160e-04,-6.99160e-04
1.97326e-16,9.00000e+02,2.44600e-02,6.98540e-04,-6.98540e-04
9.86614e-17,9.00000e+02,1.98538e-02,1.90390e-03,-1.90390e-03
6.57740e-17,9.00000e+02,1.57828e-02,1.24950e-03,-1.24950e-03
4.93292e-17,9.00000e+02,1.30448e-02,9.08740e-04,-9.08740e-04
3.94652e-17,9.00000e+02,1.11342e-02,7.08400e-04,-7.08400e-04
3.28870e-17,9.00000e+02,9.72260e-03,5.80180e-04,-5.80180e-04
2.81896e-17,9.00000e+02,8.62700e-03,4.92960e-04,-4.92960e-04
2.46655e-17,9.00000e+02,7.74360e-03,4.30750e-04,-4.30750e-04
2.19247e-17,9.00000e+02,7.01060e-03,3.84570e-04,-3.84570e-04
1.97326e-17,9.00000e+02,6.38940e-03,3.49070e-04,-3.49070e-04
9.86614e-18,9.00000e+02,4.90000e-03,5.18620e-04,-5.18620e-04
6.57740e-18,9.00000e+02,3.29280e-03,2.93620e-04,-2.93620e-04
4.93292e-18,9.00000e+02,2.48580e-03,1.97000e-04,-1.97000e-04
3.94652e-18,9.00000e+02,2.01180e-03,1.45610e-04,-1.45610e-04
3.28870e-18,9.00000e+02,1.70138e-03,1.14990e-04,-1.14990e-04
2.81896e-18,9.00000e+02,1.48036e-03,9.53480e-05,-9.53480e-05
2.46655e-18,9.00000e+02,1.31268e-03,8.20420e-05,-8.20420e-05
2.19247e-18,9.00000e+02,1.17926e-03,7.25890e-05,-7.25890e-05
1.97326e-18,9.00000e+02,1.06932e-03,6.55680e-05,-6.55680e-05
9.86614e-14,1.00000e+03,4.35240e-47,2.17620e-47,-2.17620e-47
6.57740e-14,1.00000e+03,1.99696e-32,9.98480e-33,-9.98480e-33
4.93292e-14,1.00000e+03,3.60900e-25,1.80450e-25,-1.80450e-25
3.94652e-14,1.00000e+03,7.37440e-21,3.68720e-21,-3.68720e-21
3.28870e-14,1.00000e+03,5.15400e-18,2.57690e-18,-2.57690e-18
2.81896e-14,1.00000e+03,5.28680e-16,2.64260e-16,-2.64260e-16
2.46655e-14,1.00000e+03,1.64578e-14,8.21620e-15,-8.21620e-15
2.19247e-14,1.00000e+03,2.32740e-13,1.15750e-13,-1.15750e-13
1.97326e-14,1.00000e+03,1.90614e-12,9.39650e-13,-9.39650e-13
9.86614e-15,1.00000e+03,3.41120e-08,1.18930e-08,-1.18930e-08
6.57740e-15,1.00000e+03,1.59458e-06,5.87480e-07,-5.87480e-07
4.93292e-15,1.00000e+03,1.24522e-05,3.99210e-06,-3.99210e-06
3.94652e-15,1.00000e+03,4.53800e-05,1.21050e-05,-1.21050e-05
3.28870e-15,1.00000e+03,1.11742e-04,2.53530e-05,-2.53530e-05
2.81896e-15,1.00000e+03,2.18560e-04,4.37940e-05,-4.37940e-05
2.46655e-15,1.00000e+03,3.71100e-04,6.76500e-05,-6.76500e-05
2.19247e-15,1.00000e+03,5.80460e-04,9.78530e-05,-9.78530e-05
1.97326e-15,1.00000e+03,8.71460e-04,1.39170e-04,-1.39170e-04
9.86614e-16,1.00000e+03,6.75300e-03,4.17600e-04,-4.17600e-04
6.57740e-16,1.00000e+03,1.27598e-02,6.09190e-04,-6.09190e-04
4.93292e-16,1.00000e+03,1.69926e-02,6.83420e-04,-6.83420e-04
3.94652e-16,1.00000e+03,1.97790e-02,7.04330e-04,-7.04330e-04
3.28870e-16,1.00000e+03,2.15640e-02,7.03810e-04,-7.03810e-04
2.81896e-16,1.00000e+03,2.26620e-02,6.96000e-04,-6.96000e-04
2.46655e-16,1.00000e+03,2.32800e-02,6.87050e-04,-6.87050e-04
2.19247e-16,1.00000e+03,2.35640e-02,6.79670e-04,-6.79670e-04
1.97326e-16,1.00000e+03,2.36180e-02,6.75660e-04,-6.75660e-04
9.86614e-17,1.00000e+03,2.23780e-02,1.76070e-03,-1.76070e-03
6.57740e-17,1.00000e+03,1.98458e-02,1.27250e-03,-1.27250e-03
4.93292e-17,1.00000e+03,1.72068e-02,9.88130e-04,-9.88130e-04
3.94652e-17,1.00000e+03,1.49922e-02,8.01860e-04,-8.01860e-04
3.28870e-17,1.00000e+03,1.32034e-02,6.72830e-04,-6.72830e-04
2.81896e-17,1.00000e+03,1.17602e-02,5.79970e-04,-5.79970e-04
2.46655e-17,1.00000e+03,1.05842e-02,5.11420e-04,-5.11420e-04
2.19247e-17,1.00000e+03,9.61220e-03,4.60070e-04,-4.60070e-04
1.97326e-17,1.00000e+03,8.79620e-03,4.21350e-04,-4.21350e-04
9.86614e-18,1.00000e+03,3.82080e-03,3.86900e-04,-3.86900e-04
6.57740e-18,1.00000e+03,2.81900e-03,2.35660e-04,-2.35660e-04
4.93292e-18,1.00000e+03,2.25900e-03,1.66470e-04,-1.66470e-04
3.94652e-18,1.00000e+03,1.90036e-03,1.28220e-04,-1.28220e-04
3.28870e-18,1.00000e+03,1.65130e-03,1.04640e-04,-1.04640e-04
2.81896e-18,1.00000e+03,1.47038e-03,8.90700e-05,-8.90700e-05
2.46655e-18,1.00000e+03,1.33628e-03,7.84020e-05,-7.84020e-05
2.19247e-18,1.00000e+03,1.23654e-03,7.11590e-05,-7.11590e-05
1.97326e-18,1.00000e+03,1.16280e-03,6.67130e-05,-6.67130e-05
9.86614e-14,1.10000e+03,3.75860e-69,1.87930e-69,-1.87930e-69
6.57740e-14,1.10000e+03,1.65452e-46,8.27260e-47,-8.27260e-47
4.93292e-14,1.10000e+03,2.92900e-35,1.46450e-35,-1.46450e-35
3.94652e-14,1.10000e+03,1.48472e-28,7.42360e-29,-7.42360e-29
3.28870e-14,1.10000e+03,4.09680e-24,2.04840e-24,-2.04840e-24
2.81896e-14,1.10000e+03,5.80340e-21,2.90170e-21,-2.90170e-21
2.46655e-14,1.10000e+03,1.29296e-18,6.46400e-19,-6.46400e-19
2.19247e-14,1.10000e+03,8.42760e-17,4.21230e-17,-4.21230e-17
1.97326e-14,1.10000e+03,2.33080e-15,1.16430e-15,-1.16430e-15
9.86614e-15,1.10000e+03,4.94420e-09,2.30770e-09,-2.30770e-09
6.57740e-15,1.10000e+03,5.53860e-07,2.08160e-07,-2.08160e-07
4.93292e-15,1.10000e+03,5.93780e-06,1.77320e-06,-1.77320e-06
3.94652e-15,1.10000e+03,2.47280e-05,6.31700e-06,-6.31700e-06
3.28870e-15,1.10000e+03,6.40720e-05,1.48110e-05,-1.48110e-05
2.81896e-15,1.10000e+03,1.27290e-04,2.73690e-05,-2.73690e-05
2.46655e-15,1.10000e+03,2.14940e-04,4.38810e-05,-4.38810e-05
2.19247e-15,1.10000e+03,3.25600e-04,6.46710e-05,-6.46710e-05
1.97326e-15,1.10000e+03,4.56140e-04,9.03600e-05,-9.03600e-05
9.86614e-16,1.10000e+03,7.06040e-03,6.27440e-04,-6.27440e-04
6.57740e-16,1.10000e+03,1.22290e-02,6.86340e-04,-6.86340e-04
4.93292e-16,1.10000e+03,1.63886e-02,6.99220e-04,-6.99220e-04
3.94652e-16,1.10000e+03,1.94900e-02,7.00870e-04,-7.00870e-04
3.28870e-16,1.10000e+03,2.16820e-02,6.99730e-04,-6.99730e-04
2.81896e-16,1.10000e+03,2.31540e-02,6.98240e-04,-6.98240e-04
2.46655e-16,1.10000e+03,2.40840e-02,6.97200e-04,-6.97200e-04
2.19247e-16,1.10000e+03,2.46160e-02,6.97250e-04,-6.97250e-04
1.97326e-16,1.10000e+03,2.48600e-02,6.99190e-04,-6.99190e-04
9.86614e-17,1.10000e+03,1.51788e-02,1.38830e-03,-1.38830e-03
6.57740e-17,1.10000e+03,1.43734e-02,1.04780e-03,-1.04780e-03
4.93292e-17,1.10000e+03,1.28910e-02,8.32630e-04,-8.32630e-04
3.94652e-17,1.10000e+03,1.14472e-02,6.85110e-04,-6.85110e-04
3.28870e-17,1.10000e+03,1.02034e-02,5.79070e-04,-5.79070e-04
2.81896e-17,1.10000e+03,9.16320e-03,5.01080e-04,-5.01080e-04
2.46655e-17,1.10000e+03,8.29320e-03,4.42910e-04,-4.42910e-04
2.19247e-17,1.10000e+03,7.55860e-03,3.98960e-04,-3.98960e-04
1.97326e-17,1.10000e+03,6.93100e-03,3.65250e-04,-3.65250e-04
9.86614e-18,1.10000e+03,4.65480e-03,4.28580e-04,-4.28580e-04
6.57740e-18,1.10000e+03,3.37920e-03,2.70440e-04,-2.70440e-04
4.93292e-18,1.10000e+03,2.63260e-03,1.91020e-04,-1.91020e-04
3.94652e-18,1.10000e+03,2.15500e-03,1.45310e-04,-1.45310e-04
3.28870e-18,1.10000e+03,1.82782e-03,1.16620e-04,-1.16620e-04
2.81896e-18,1.10000e+03,1.59264e-03,9.75550e-05,-9.75550e-05
2.46655e-18,1.10000e+03,1.41836e-03,8.44350e-05,-8.44350e-05
2.19247e-18,1.10000e+03,1.28806e-03,7.53340e-05,-7.53340e-05
1.97326e-18,1.10000e+03,1.19360e-03,6.95060e-05,-6.95060e-05
