# Chargino_width_GeV,Chargino_mass_GeV,Atimesepsilon_n_textlay_geq_6,1_sd_,1_sd__1
2.81896e-16,8.00000e+02,9.42290e-03,6.88060e-04,-6.88060e-04
2.46655e-16,8.00000e+02,9.65225e-03,6.96910e-04,-6.96910e-04
2.19247e-16,8.00000e+02,9.74956e-03,7.00020e-04,-7.00020e-04
1.97326e-16,8.00000e+02,9.75639e-03,6.99200e-04,-6.99200e-04
9.86614e-17,8.00000e+02,8.06170e-03,1.11390e-03,-1.11390e-03
6.57740e-17,8.00000e+02,6.62794e-03,8.98470e-04,-8.98470e-04
4.93292e-17,8.00000e+02,5.56885e-03,7.50300e-04,-7.50300e-04
3.94652e-17,8.00000e+02,4.78700e-03,6.43850e-04,-6.43850e-04
3.28870e-17,8.00000e+02,4.19280e-03,5.63930e-04,-5.63930e-04
2.81896e-17,8.00000e+02,3.72779e-03,5.01760e-04,-5.01760e-04
2.46655e-17,8.00000e+02,3.35472e-03,4.52010e-04,-4.52010e-04
2.19247e-17,8.00000e+02,3.04907e-03,4.11290e-04,-4.11290e-04
1.97326e-17,8.00000e+02,2.79420e-03,3.77340e-04,-3.77340e-04
9.86614e-18,8.00000e+02,1.45123e-03,2.79830e-04,-2.79830e-04
6.57740e-18,8.00000e+02,1.00772e-03,1.92080e-04,-1.92080e-04
4.93292e-18,8.00000e+02,7.78552e-04,1.46650e-04,-1.46650e-04
3.94652e-18,8.00000e+02,6.38521e-04,1.18860e-04,-1.18860e-04
3.28870e-18,8.00000e+02,5.43909e-04,1.00100e-04,-1.00100e-04
2.81896e-18,8.00000e+02,4.75468e-04,8.65850e-05,-8.65850e-05
2.46655e-18,8.00000e+02,4.23487e-04,7.63950e-05,-7.63950e-05
2.19247e-18,8.00000e+02,3.82515e-04,6.84440e-05,-6.84440e-05
1.97326e-18,8.00000e+02,3.49303e-04,6.20700e-05,-6.20700e-05
9.86614e-14,9.00000e+02,4.64415e-43,1.13250e-42,-1.13250e-42
6.57740e-14,9.00000e+02,6.49278e-30,1.58330e-29,-1.58330e-29
4.93292e-14,9.00000e+02,2.23013e-23,5.43810e-23,-5.43810e-23
3.94652e-14,9.00000e+02,1.77052e-19,4.31540e-19,-4.31540e-19
3.28870e-14,9.00000e+02,6.82454e-17,1.66020e-16,-1.66020e-16
2.81896e-14,9.00000e+02,4.70406e-15,1.13840e-14,-1.13840e-14
2.46655e-14,9.00000e+02,1.11264e-13,2.66480e-13,-2.66480e-13
2.19247e-14,9.00000e+02,1.29709e-12,3.05290e-12,-3.05290e-12
1.97326e-14,9.00000e+02,9.25801e-12,2.12440e-11,-2.12440e-11
9.86614e-15,9.00000e+02,8.44927e-08,1.13340e-07,-1.13340e-07
6.57740e-15,9.00000e+02,2.48215e-06,2.05940e-06,-2.05940e-06
4.93292e-15,9.00000e+02,1.52099e-05,9.28520e-06,-9.28520e-06
3.94652e-15,9.00000e+02,4.71317e-05,2.31840e-05,-2.31840e-05
3.28870e-15,9.00000e+02,1.02183e-04,4.27010e-05,-4.27010e-05
2.81896e-15,9.00000e+02,1.79776e-04,6.61660e-05,-6.61660e-05
2.46655e-15,9.00000e+02,2.77137e-04,9.23990e-05,-9.23990e-05
2.19247e-15,9.00000e+02,3.90890e-04,1.21030e-04,-1.21030e-04
1.97326e-15,9.00000e+02,5.17726e-04,1.52470e-04,-1.52470e-04
9.86614e-16,9.00000e+02,2.45905e-03,2.60720e-04,-2.60720e-04
6.57740e-16,9.00000e+02,4.69010e-03,4.00500e-04,-4.00500e-04
4.93292e-16,9.00000e+02,6.40461e-03,4.96890e-04,-4.96890e-04
3.94652e-16,9.00000e+02,7.59516e-03,5.60490e-04,-5.60490e-04
3.28870e-16,9.00000e+02,8.38197e-03,6.01550e-04,-6.01550e-04
2.81896e-16,9.00000e+02,8.87786e-03,6.27340e-04,-6.27340e-04
2.46655e-16,9.00000e+02,9.16758e-03,6.42640e-04,-6.42640e-04
2.19247e-16,9.00000e+02,9.31264e-03,6.50610e-04,-6.50610e-04
1.97326e-16,9.00000e+02,9.35587e-03,6.53380e-04,-6.53380e-04
9.86614e-17,9.00000e+02,8.28360e-03,1.11940e-03,-1.11940e-03
6.57740e-17,9.00000e+02,6.82827e-03,9.01030e-04,-9.01030e-04
4.93292e-17,9.00000e+02,5.74284e-03,7.49070e-04,-7.49070e-04
3.94652e-17,9.00000e+02,4.94056e-03,6.39950e-04,-6.39950e-04
3.28870e-17,9.00000e+02,4.33140e-03,5.58310e-04,-5.58310e-04
2.81896e-17,9.00000e+02,3.85534e-03,4.95070e-04,-4.95070e-04
2.46655e-17,9.00000e+02,3.47374e-03,4.44690e-04,-4.44690e-04
2.19247e-17,9.00000e+02,3.16132e-03,4.03610e-04,-4.03610e-04
1.97326e-17,9.00000e+02,2.90079e-03,3.69480e-04,-3.69480e-04
9.86614e-18,9.00000e+02,1.75531e-03,2.59490e-04,-2.59490e-04
6.57740e-18,9.00000e+02,1.22094e-03,1.77920e-04,-1.77920e-04
4.93292e-18,9.00000e+02,9.43233e-04,1.35880e-04,-1.35880e-04
3.94652e-18,9.00000e+02,7.73070e-04,1.10380e-04,-1.10380e-04
3.28870e-18,9.00000e+02,6.57856e-04,9.32940e-05,-9.32940e-05
2.81896e-18,9.00000e+02,5.74393e-04,8.10450e-05,-8.10450e-05
2.46655e-18,9.00000e+02,5.10929e-04,7.18200e-05,-7.18200e-05
2.19247e-18,9.00000e+02,4.60886e-04,6.46080e-05,-6.46080e-05
1.97326e-18,9.00000e+02,4.20304e-04,5.88020e-05,-5.88020e-05
9.86614e-14,1.00000e+03,1.45422e-49,3.54620e-49,-3.54620e-49
6.57740e-14,1.00000e+03,3.72895e-34,9.09300e-34,-9.09300e-34
4.93292e-14,1.00000e+03,1.73524e-26,4.22950e-26,-4.22950e-26
3.94652e-14,1.00000e+03,6.59059e-22,1.60280e-21,-1.60280e-21
3.28870e-14,1.00000e+03,7.23414e-19,1.74870e-18,-1.74870e-18
2.81896e-14,1.00000e+03,1.05698e-16,2.52460e-16,-2.52460e-16
2.46655e-14,1.00000e+03,4.40681e-15,1.03280e-14,-1.03280e-14
2.19247e-14,1.00000e+03,8.00061e-14,1.82660e-13,-1.82660e-13
1.97326e-14,1.00000e+03,8.14220e-13,1.79850e-12,-1.79850e-12
9.86614e-15,1.00000e+03,3.17498e-08,4.30680e-08,-4.30680e-08
6.57740e-15,1.00000e+03,1.23535e-06,1.08830e-06,-1.08830e-06
4.93292e-15,1.00000e+03,8.31006e-06,5.32260e-06,-5.32260e-06
3.94652e-15,1.00000e+03,2.75069e-05,1.38930e-05,-1.38930e-05
3.28870e-15,1.00000e+03,6.32640e-05,2.68850e-05,-2.68850e-05
2.81896e-15,1.00000e+03,1.17141e-04,4.41070e-05,-4.41070e-05
2.46655e-15,1.00000e+03,1.88391e-04,6.53110e-05,-6.53110e-05
2.19247e-15,1.00000e+03,2.75041e-04,9.04970e-05,-9.04970e-05
1.97326e-15,1.00000e+03,3.74736e-04,1.20610e-04,-1.20610e-04
9.86614e-16,1.00000e+03,3.00624e-03,3.21090e-04,-3.21090e-04
6.57740e-16,1.00000e+03,5.56421e-03,4.90390e-04,-4.90390e-04
4.93292e-16,1.00000e+03,7.51092e-03,5.96160e-04,-5.96160e-04
3.94652e-16,1.00000e+03,8.87375e-03,6.62420e-04,-6.62420e-04
3.28870e-16,1.00000e+03,9.78948e-03,7.04430e-04,-7.04430e-04
2.81896e-16,1.00000e+03,1.03798e-02,7.30930e-04,-7.30930e-04
2.46655e-16,1.00000e+03,1.07378e-02,7.47090e-04,-7.47090e-04
2.19247e-16,1.00000e+03,1.09300e-02,7.56060e-04,-7.56060e-04
1.97326e-16,1.00000e+03,1.10031e-02,7.59900e-04,-7.59900e-04
9.86614e-17,1.00000e+03,9.12217e-03,1.15530e-03,-1.15530e-03
6.57740e-17,1.00000e+03,7.64779e-03,9.45810e-04,-9.45810e-04
4.93292e-17,1.00000e+03,6.48814e-03,7.96590e-04,-7.96590e-04
3.94652e-17,1.00000e+03,5.60812e-03,6.87400e-04,-6.87400e-04
3.28870e-17,1.00000e+03,4.92903e-03,6.04500e-04,-6.04500e-04
2.81896e-17,1.00000e+03,4.39256e-03,5.39520e-04,-5.39520e-04
2.46655e-17,1.00000e+03,3.95932e-03,4.87220e-04,-4.87220e-04
2.19247e-17,1.00000e+03,3.60287e-03,4.44230e-04,-4.44230e-04
1.97326e-17,1.00000e+03,3.30465e-03,4.08250e-04,-4.08250e-04
9.86614e-18,1.00000e+03,1.91806e-03,2.97980e-04,-2.97980e-04
6.57740e-18,1.00000e+03,1.36733e-03,2.07030e-04,-2.07030e-04
4.93292e-18,1.00000e+03,1.07679e-03,1.59870e-04,-1.59870e-04
3.94652e-18,1.00000e+03,8.95622e-04,1.30970e-04,-1.30970e-04
3.28870e-18,1.00000e+03,7.71092e-04,1.11390e-04,-1.11390e-04
2.81896e-18,1.00000e+03,6.79960e-04,9.72330e-05,-9.72330e-05
2.46655e-18,1.00000e+03,6.10174e-04,8.64900e-05,-8.64900e-05
2.19247e-18,1.00000e+03,5.54909e-04,7.80440e-05,-7.80440e-05
1.97326e-18,1.00000e+03,5.09947e-04,7.12190e-05,-7.12190e-05
9.86614e-14,1.10000e+03,3.02140e-44,1.03730e-61,-1.03730e-61
6.57740e-14,1.10000e+03,1.29836e-30,4.93840e-42,-4.93840e-42
4.93292e-14,1.10000e+03,7.82353e-24,3.13060e-32,-3.13060e-32
3.94652e-14,1.10000e+03,8.71903e-20,2.26480e-26,-2.26480e-26
3.28870e-14,1.10000e+03,4.22327e-17,1.76530e-22,-1.76530e-22
2.81896e-14,1.10000e+03,3.43113e-15,1.03840e-19,-1.03840e-19
2.46655e-14,1.10000e+03,9.17069e-14,1.21840e-17,-1.21840e-17
2.19247e-14,1.10000e+03,1.17132e-12,4.89080e-16,-4.89080e-16
1.97326e-14,1.10000e+03,8.93915e-12,9.27900e-15,-9.27900e-15
9.86614e-15,1.10000e+03,8.22432e-08,4.29240e-09,-4.29240e-09
6.57740e-15,1.10000e+03,1.91918e-06,2.94160e-07,-2.94160e-07
4.93292e-15,1.10000e+03,1.01490e-05,2.35110e-06,-2.35110e-06
3.94652e-15,1.10000e+03,2.91807e-05,8.09170e-06,-8.09170e-06
3.28870e-15,1.10000e+03,6.15221e-05,1.85230e-05,-1.85230e-05
2.81896e-15,1.10000e+03,1.08244e-04,3.40970e-05,-3.40970e-05
2.46655e-15,1.10000e+03,1.69365e-04,5.55140e-05,-5.55140e-05
2.19247e-15,1.10000e+03,2.43953e-04,8.39300e-05,-8.39300e-05
1.97326e-15,1.10000e+03,3.30336e-04,1.20540e-04,-1.20540e-04
9.86614e-16,1.10000e+03,2.73626e-03,3.07630e-04,-3.07630e-04
6.57740e-16,1.10000e+03,5.20904e-03,4.52400e-04,-4.52400e-04
4.93292e-16,1.10000e+03,7.21323e-03,5.55120e-04,-5.55120e-04
3.94652e-16,1.10000e+03,8.67744e-03,6.24890e-04,-6.24890e-04
3.28870e-16,1.10000e+03,9.69582e-03,6.71280e-04,-6.71280e-04
2.81896e-16,1.10000e+03,1.03769e-02,7.01440e-04,-7.01440e-04
2.46655e-16,1.10000e+03,1.08097e-02,7.20350e-04,-7.20350e-04
2.19247e-16,1.10000e+03,1.10630e-02,7.31430e-04,-7.31430e-04
1.97326e-16,1.10000e+03,1.11856e-02,7.36990e-04,-7.36990e-04
9.86614e-17,1.10000e+03,1.03436e-02,1.25260e-03,-1.25260e-03
6.57740e-17,1.10000e+03,8.64326e-03,1.01230e-03,-1.01230e-03
4.93292e-17,1.10000e+03,7.32500e-03,8.43970e-04,-8.43970e-04
3.94652e-17,1.10000e+03,6.33212e-03,7.22820e-04,-7.22820e-04
3.28870e-17,1.10000e+03,5.56892e-03,6.32160e-04,-6.32160e-04
2.81896e-17,1.10000e+03,4.96711e-03,5.61950e-04,-5.61950e-04
2.46655e-17,1.10000e+03,4.48157e-03,5.06030e-04,-5.06030e-04
2.19247e-17,1.10000e+03,4.08200e-03,4.60440e-04,-4.60440e-04
1.97326e-17,1.10000e+03,3.74755e-03,4.22550e-04,-4.22550e-04
9.86614e-18,1.10000e+03,2.35371e-03,3.33850e-04,-3.33850e-04
6.57740e-18,1.10000e+03,1.66548e-03,2.30500e-04,-2.30500e-04
4.93292e-18,1.10000e+03,1.30218e-03,1.77040e-04,-1.77040e-04
3.94652e-18,1.10000e+03,1.07738e-03,1.44450e-04,-1.44450e-04
3.28870e-18,1.10000e+03,9.24680e-04,1.22620e-04,-1.22620e-04
2.81896e-18,1.10000e+03,8.14400e-04,1.07100e-04,-1.07100e-04
2.46655e-18,1.10000e+03,7.31108e-04,9.56460e-05,-9.56460e-05
2.19247e-18,1.10000e+03,6.66171e-04,8.69880e-05,-8.69880e-05
1.97326e-18,1.10000e+03,6.14229e-04,8.03430e-05,-8.03430e-05
